Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	
130	 806	A	  1	H	 2	  20.0	       1.700	         1.473	
130	 806	A	  1	H	 2	  21.0	       1.710	         1.448	
130	 806	A	  1	H	 2	  22.2	       1.722	         1.487	
130	 806	A	  1	H	 2	  24.0	       1.740	         1.549	
130	 806	A	  1	H	 2	  24.3	       1.743	         1.590	
130	 806	A	  1	H	 2	  27.0	       1.770	         1.490	
130	 806	A	  1	H	 2	  29.2	       1.792	         1.414	
130	 806	A	  1	H	 2	  30.0	       1.800	         1.476	
130	 806	A	  1	H	 2	  31.5	       1.815	         1.517	
130	 806	A	  1	H	 2	  33.1	       1.831	         1.513	
130	 806	A	  1	H	 2	  33.8	       1.838	         1.462	
130	 806	A	  1	H	 2	  36.0	       1.860	         1.490	
130	 806	A	  1	H	 2	  38.4	       1.884	         1.575	
130	 806	A	  1	H	 2	  39.1	       1.891	         1.468	
130	 806	A	  1	H	 2	  40.6	       1.906	         1.520	
130	 806	A	  1	H	 2	  42.0	       1.920	         1.567	
130	 806	A	  1	H	 2	  42.9	       1.929	         1.435	
130	 806	A	  1	H	 2	  45.0	       1.950	         1.477	
130	 806	A	  1	H	 2	  47.3	       1.973	         1.531	
130	 806	A	  1	H	 2	  48.0	       1.980	         1.545	
130	 806	A	  1	H	 2	  49.6	       1.996	         1.520	
130	 806	A	  1	H	 2	  51.0	       2.010	         1.507	
130	 806	A	  1	H	 2	  51.8	       2.018	         1.545	
130	 806	A	  1	H	 2	  54.0	       2.040	         1.584	
130	 806	A	  1	H	 2	  54.1	       2.041	         1.566	
130	 806	A	  1	H	 2	  57.0	       2.070	         1.465	
130	 806	A	  1	H	 2	  58.6	       2.086	         1.553	
130	 806	A	  1	H	 2	  60.0	       2.100	        18.615	
130	 806	A	  1	H	 2	  60.8	       2.108	         1.446	
130	 806	A	  1	H	 2	  63.1	       2.131	         1.573	
130	 806	A	  1	H	 2	  65.2	       2.152	         1.511	
130	 806	A	  1	H	 2	  66.0	       2.160	         1.494	
130	 806	A	  1	H	 2	  67.3	       2.173	         1.489	
130	 806	A	  1	H	 2	  68.9	       2.189	         1.580	
130	 806	A	  1	H	 2	  69.5	       2.195	         1.545	
130	 806	A	  1	H	 2	  71.9	       2.219	         1.508	
130	 806	A	  1	H	 2	  74.2	       2.242	        18.615	
130	 806	A	  1	H	 2	  75.1	       2.251	         1.505	
130	 806	A	  1	H	 2	  76.4	       2.264	         1.557	
130	 806	A	  1	H	 2	  78.0	       2.280	         1.460	
130	 806	A	  1	H	 2	  78.6	       2.286	         1.597	
130	 806	A	  1	H	 2	  81.0	       2.310	         1.521	
130	 806	A	  1	H	 2	  83.4	       2.334	         1.480	
130	 806	A	  1	H	 2	  84.0	       2.340	        18.615	
130	 806	A	  1	H	 2	  85.3	       2.353	         1.528	
130	 806	A	  1	H	 2	  87.0	       2.370	         1.481	
130	 806	A	  1	H	 2	  87.4	       2.374	         1.511	
130	 806	A	  1	H	 2	  90.0	       2.400	         1.487	
130	 806	A	  1	H	 2	  91.9	       2.419	         1.428	
130	 806	A	  1	H	 2	  93.0	       2.430	         1.534	
130	 806	A	  1	H	 2	  94.3	       2.443	         1.518	
130	 806	A	  1	H	 2	  96.0	       2.460	         1.482	
130	 806	A	  1	H	 2	  96.3	       2.463	         1.464	
130	 806	A	  1	H	 2	  98.9	       2.489	         1.481	
130	 806	A	  1	H	 2	 101.0	       2.510	         1.512	
130	 806	A	  1	H	 2	 102.1	       2.521	        17.140	
130	 806	A	  1	H	 2	 103.2	       2.532	         1.505	
130	 806	A	  1	H	 2	 105.0	       2.550	         1.499	
130	 806	A	  1	H	 2	 105.4	       2.554	         1.522	
130	 806	A	  1	H	 2	 108.0	       2.580	         1.577	
130	 806	A	  1	H	 2	 109.7	       2.597	         1.520	
130	 806	A	  1	H	 2	 112.1	       2.621	         1.550	
130	 806	A	  1	H	 2	 114.3	       2.643	         1.483	
130	 806	A	  1	H	 2	 116.6	       2.666	         1.500	
130	 806	A	  1	H	 2	 119.1	       2.691	         1.514	
130	 806	A	  1	H	 2	 121.4	       2.714	         1.466	
130	 806	A	  1	H	 2	 123.8	       2.738	         1.434	
130	 806	A	  1	H	 2	 126.1	       2.761	         1.508	
130	 806	A	  1	H	 2	 128.2	       2.782	         1.469	
130	 806	A	  1	H	 2	 130.8	       2.808	         1.452	
130	 806	A	  1	H	 2	 133.0	       2.830	         1.500	
130	 806	A	  1	H	 2	 135.4	       2.854	         1.541	
130	 806	A	  1	H	 2	 137.7	       2.877	         1.450	
130	 806	A	  1	H	 2	 140.1	       2.901	         1.472	
130	 806	A	  1	H	 2	 142.4	       2.924	         1.541	
130	 806	A	  1	H	 2	 144.8	       2.948	         1.518	
130	 806	A	  1	H	 2	 147.2	       2.972	         1.523	
130	 806	A	  1	H	 2	 149.6	       2.996	         1.102	
130	 806	A	  1	H	 3	   1.2	       3.012	         1.487	
130	 806	A	  1	H	 3	   3.0	       3.030	         1.541	
130	 806	A	  1	H	 3	   4.0	       3.040	         1.530	
130	 806	A	  1	H	 3	   6.0	       3.060	         1.537	
130	 806	A	  1	H	 3	   6.5	       3.065	         1.469	
130	 806	A	  1	H	 3	   9.0	       3.090	         1.493	
130	 806	A	  1	H	 3	  10.9	       3.109	         1.469	
130	 806	A	  1	H	 3	  12.0	       3.120	         1.518	
130	 806	A	  1	H	 3	  13.4	       3.134	         1.549	
130	 806	A	  1	H	 3	  15.0	       3.150	         1.570	
130	 806	A	  1	H	 3	  15.4	       3.154	         1.466	
130	 806	A	  1	H	 3	  18.0	       3.180	         1.492	
130	 806	A	  1	H	 3	  20.0	       3.200	         1.536	
130	 806	A	  1	H	 3	  21.0	       3.210	         1.518	
130	 806	A	  1	H	 3	  21.9	       3.219	         1.541	
130	 806	A	  1	H	 3	  24.0	       3.240	         1.479	
130	 806	A	  1	H	 3	  24.1	       3.241	         1.508	
130	 806	A	  1	H	 3	  27.0	       3.270	         1.559	
130	 806	A	  1	H	 3	  28.8	       3.288	         1.589	
130	 806	A	  1	H	 3	  30.0	       3.300	         1.561	
130	 806	A	  1	H	 3	  31.1	       3.311	         1.533	
130	 806	A	  1	H	 3	  33.0	       3.330	         1.484	
130	 806	A	  1	H	 3	  33.1	       3.331	         1.496	
130	 806	A	  1	H	 3	  36.0	       3.360	         1.554	
130	 806	A	  1	H	 3	  37.5	       3.375	         1.507	
130	 806	A	  1	H	 3	  39.0	       3.390	         1.487	
130	 806	A	  1	H	 3	  39.7	       3.397	         1.515	
130	 806	A	  1	H	 3	  42.0	       3.420	         1.522	
130	 806	A	  1	H	 3	  45.0	       3.450	         1.515	
130	 806	A	  1	H	 3	  45.9	       3.459	         1.620	
130	 806	A	  1	H	 3	  48.0	       3.480	         1.574	
130	 806	A	  1	H	 3	  48.1	       3.481	         1.503	
130	 806	A	  1	H	 3	  50.9	       3.509	         1.604	
130	 806	A	  1	H	 3	  52.8	       3.528	         1.577	
130	 806	A	  1	H	 3	  54.1	       3.541	         1.535	
130	 806	A	  1	H	 3	  55.1	       3.551	         1.596	
130	 806	A	  1	H	 3	  57.0	       3.570	         1.558	
130	 806	A	  1	H	 3	  57.3	       3.573	         1.511	
130	 806	A	  1	H	 3	  60.0	       3.600	         1.555	
130	 806	A	  1	H	 3	  61.8	       3.618	         1.574	
130	 806	A	  1	H	 3	  63.0	       3.630	         1.568	
130	 806	A	  1	H	 3	  64.1	       3.641	         1.552	
130	 806	A	  1	H	 3	  66.0	       3.660	         1.520	
130	 806	A	  1	H	 3	  66.5	       3.665	         1.478	
130	 806	A	  1	H	 3	  69.0	       3.690	         1.608	
130	 806	A	  1	H	 3	  70.8	       3.708	         1.484	
130	 806	A	  1	H	 3	  72.0	       3.720	         1.580	
130	 806	A	  1	H	 3	  73.0	       3.730	         1.482	
130	 806	A	  1	H	 3	  75.0	       3.750	         1.530	
130	 806	A	  1	H	 3	  75.4	       3.754	         1.492	
130	 806	A	  1	H	 3	  78.0	       3.780	         1.565	
130	 806	A	  1	H	 3	  79.7	       3.797	         1.567	
130	 806	A	  1	H	 3	  81.0	       3.810	         1.521	
130	 806	A	  1	H	 3	  82.0	       3.820	         1.636	
130	 806	A	  1	H	 3	  84.0	       3.840	         1.600	
130	 806	A	  1	H	 3	  84.4	       3.844	         1.570	
130	 806	A	  1	H	 3	  86.9	       3.869	         1.542	
130	 806	A	  1	H	 3	  89.0	       3.890	         1.513	
130	 806	A	  1	H	 3	  90.0	       3.900	         1.486	
130	 806	A	  1	H	 3	  91.4	       3.914	         1.479	
130	 806	A	  1	H	 3	  93.1	       3.931	         1.494	
130	 806	A	  1	H	 3	  93.7	       3.937	         1.542	
130	 806	A	  1	H	 3	  96.0	       3.960	         1.515	
130	 806	A	  1	H	 3	  96.1	       3.961	         1.538	
130	 806	A	  1	H	 3	  98.2	       3.982	         1.512	
130	 806	A	  1	H	 3	  98.9	       3.989	         1.513	
130	 806	A	  1	H	 3	 100.5	       4.005	         1.537	
130	 806	A	  1	H	 3	 102.0	       4.020	         1.570	
130	 806	A	  1	H	 3	 105.0	       4.050	         1.520	
130	 806	A	  1	H	 3	 107.3	       4.073	         1.606	
130	 806	A	  1	H	 3	 108.0	       4.080	         1.542	
130	 806	A	  1	H	 3	 109.3	       4.093	        18.615	
130	 806	A	  1	H	 3	 110.1	       4.101	         1.587	
130	 806	A	  1	H	 3	 114.1	       4.141	         1.567	
130	 806	A	  1	H	 3	 116.5	       4.165	         1.602	
130	 806	A	  1	H	 3	 118.8	       4.188	         1.509	
130	 806	A	  1	H	 3	 121.1	       4.211	         1.496	
130	 806	A	  1	H	 3	 123.4	       4.234	         1.575	
130	 806	A	  1	H	 3	 125.7	       4.257	         1.555	
130	 806	A	  1	H	 3	 128.1	       4.281	         1.535	
130	 806	A	  1	H	 3	 130.4	       4.304	         1.589	
130	 806	A	  1	H	 3	 132.7	       4.327	         1.509	
130	 806	A	  1	H	 3	 135.1	       4.351	         1.549	
130	 806	A	  1	H	 3	 137.4	       4.374	         1.553	
130	 806	A	  1	H	 3	 139.7	       4.397	         1.632	
130	 806	A	  1	H	 3	 142.0	       4.420	         1.585	
130	 806	A	  1	H	 3	 144.4	       4.444	         1.523	
130	 806	A	  1	H	 3	 146.9	       4.469	         1.576	
130	 806	A	  1	H	 3	 149.2	       4.492	         1.330	
130	 806	A	  1	H	 4	   1.1	       4.511	         1.552	
130	 806	A	  1	H	 4	   3.0	       4.530	         1.552	
130	 806	A	  1	H	 4	   4.1	       4.541	         1.504	
130	 806	A	  1	H	 4	   6.0	       4.560	         1.537	
130	 806	A	  1	H	 4	   6.4	       4.564	         1.547	
130	 806	A	  1	H	 4	   9.0	       4.590	         1.528	
130	 806	A	  1	H	 4	  10.9	       4.609	         1.555	
130	 806	A	  1	H	 4	  12.0	       4.620	         1.511	
130	 806	A	  1	H	 4	  13.4	       4.634	         1.525	
130	 806	A	  1	H	 4	  15.0	       4.650	         1.520	
130	 806	A	  1	H	 4	  15.4	       4.654	         1.555	
130	 806	A	  1	H	 4	  18.0	       4.680	         1.520	
130	 806	A	  1	H	 4	  20.0	       4.700	         1.583	
130	 806	A	  1	H	 4	  21.0	       4.710	         1.578	
130	 806	A	  1	H	 4	  22.5	       4.725	         1.527	
130	 806	A	  1	H	 4	  24.0	       4.740	         1.602	
130	 806	A	  1	H	 4	  24.8	       4.748	         1.571	
130	 806	A	  1	H	 4	  27.0	       4.770	         1.518	
130	 806	A	  1	H	 4	  27.1	       4.771	         1.458	
130	 806	A	  1	H	 4	  29.3	       4.793	         1.472	
130	 806	A	  1	H	 4	  30.0	       4.800	        18.615	
130	 806	A	  1	H	 4	  31.8	       4.818	         1.531	
130	 806	A	  1	H	 4	  33.0	       4.830	        18.615	
130	 806	A	  1	H	 4	  34.2	       4.842	         1.482	
130	 806	A	  1	H	 4	  36.1	       4.861	         1.562	
130	 806	A	  1	H	 4	  36.3	       4.863	         1.560	
130	 806	A	  1	H	 4	  39.0	       4.890	         1.635	
130	 806	A	  1	H	 4	  41.0	       4.910	         1.543	
130	 806	A	  1	H	 4	  42.0	       4.920	         1.542	
130	 806	A	  1	H	 4	  43.2	       4.932	         1.558	
130	 806	A	  1	H	 4	  45.0	       4.950	         1.539	
130	 806	A	  1	H	 4	  45.3	       4.953	         1.554	
130	 806	A	  1	H	 4	  48.0	       4.980	         1.529	
130	 806	A	  1	H	 4	  50.0	       5.000	         1.556	
130	 806	A	  1	H	 4	  51.0	       5.010	         1.581	
130	 806	A	  1	H	 4	  52.3	       5.023	         1.555	
130	 806	A	  1	H	 4	  54.0	       5.040	         1.502	
130	 806	A	  1	H	 4	  54.5	       5.045	         1.587	
130	 806	A	  1	H	 4	  57.0	       5.070	         1.589	
130	 806	A	  1	H	 4	  59.2	       5.092	         1.591	
130	 806	A	  1	H	 4	  59.9	       5.099	         1.612	
130	 806	A	  1	H	 4	  60.7	       5.107	         1.542	
130	 806	A	  1	H	 4	  63.1	       5.131	         1.550	
130	 806	A	  1	H	 4	  66.0	       5.160	         1.543	
130	 806	A	  1	H	 4	  67.8	       5.178	         1.632	
130	 806	A	  1	H	 4	  69.0	       5.190	         1.566	
130	 806	A	  1	H	 4	  69.9	       5.199	         1.570	
130	 806	A	  1	H	 4	  71.9	       5.219	         1.577	
130	 806	A	  1	H	 4	  72.1	       5.221	         1.512	
130	 806	A	  1	H	 4	  75.1	       5.251	         1.506	
130	 806	A	  1	H	 4	  76.7	       5.267	         1.591	
130	 806	A	  1	H	 4	  78.0	       5.280	         1.546	
130	 806	A	  1	H	 4	  78.8	       5.288	         1.567	
130	 806	A	  1	H	 4	  80.9	       5.309	         1.542	
130	 806	A	  1	H	 4	  81.0	       5.310	         1.667	
130	 806	A	  1	H	 4	  83.5	       5.335	         1.553	
130	 806	A	  1	H	 4	  84.0	       5.340	         1.521	
130	 806	A	  1	H	 4	  85.9	       5.359	         1.556	
130	 806	A	  1	H	 4	  87.1	       5.371	         1.518	
130	 806	A	  1	H	 4	  87.9	       5.379	         1.514	
130	 806	A	  1	H	 4	  89.9	       5.399	         1.536	
130	 806	A	  1	H	 4	  90.4	       5.404	         1.484	
130	 806	A	  1	H	 4	  93.1	       5.431	         1.545	
130	 806	A	  1	H	 4	  94.9	       5.449	         1.594	
130	 806	A	  1	H	 4	  96.0	       5.460	         1.537	
130	 806	A	  1	H	 4	  97.3	       5.473	         1.508	
130	 806	A	  1	H	 4	  99.1	       5.491	         1.502	
130	 806	A	  1	H	 4	  99.4	       5.494	         1.602	
130	 806	A	  1	H	 4	 102.0	       5.520	         1.504	
130	 806	A	  1	H	 4	 104.0	       5.540	         1.568	
130	 806	A	  1	H	 4	 105.0	       5.550	         1.502	
130	 806	A	  1	H	 4	 106.2	       5.562	         1.596	
130	 806	A	  1	H	 4	 108.0	       5.580	         1.535	
130	 806	A	  1	H	 4	 108.3	       5.583	         1.534	
130	 806	A	  1	H	 4	 110.7	       5.607	         1.615	
130	 806	A	  1	H	 4	 113.1	       5.631	         1.558	
130	 806	A	  1	H	 4	 115.3	       5.653	         1.535	
130	 806	A	  1	H	 4	 117.6	       5.676	         1.566	
130	 806	A	  1	H	 4	 119.9	       5.699	         1.557	
130	 806	A	  1	H	 4	 122.4	       5.724	         1.549	
130	 806	A	  1	H	 4	 124.7	       5.747	         1.529	
130	 806	A	  1	H	 4	 126.9	       5.769	         1.536	
130	 806	A	  1	H	 4	 129.4	       5.794	         1.551	
130	 806	A	  1	H	 4	 131.7	       5.817	         1.504	
130	 806	A	  1	H	 4	 134.0	       5.840	         1.566	
130	 806	A	  1	H	 4	 136.3	       5.863	         1.477	
130	 806	A	  1	H	 4	 138.8	       5.888	         1.628	
130	 806	A	  1	H	 4	 141.0	       5.910	         1.591	
130	 806	A	  1	H	 4	 143.4	       5.934	         1.576	
130	 806	A	  1	H	 4	 145.7	       5.957	         1.612	
130	 806	A	  1	H	 4	 148.0	       5.980	         1.584	
130	 806	A	  1	H	 5	   1.0	       6.010	         1.609	
130	 806	A	  1	H	 5	   3.0	       6.030	         1.583	
130	 806	A	  1	H	 5	   3.9	       6.039	         1.581	
130	 806	A	  1	H	 5	   6.0	       6.060	         1.570	
130	 806	A	  1	H	 5	   6.2	       6.062	         1.618	
130	 806	A	  1	H	 5	   9.0	       6.090	         1.602	
130	 806	A	  1	H	 5	  10.8	       6.108	         1.542	
130	 806	A	  1	H	 5	  12.0	       6.120	         1.553	
130	 806	A	  1	H	 5	  13.0	       6.130	         1.458	
130	 806	A	  1	H	 5	  15.0	       6.150	         1.603	
130	 806	A	  1	H	 5	  15.2	       6.152	         1.557	
130	 806	A	  1	H	 5	  18.1	       6.181	         1.538	
130	 806	A	  1	H	 5	  19.9	       6.199	         1.600	
130	 806	A	  1	H	 5	  21.0	       6.210	         1.549	
130	 806	A	  1	H	 5	  22.3	       6.223	         1.547	
130	 806	A	  1	H	 5	  24.0	       6.240	         1.585	
130	 806	A	  1	H	 5	  26.3	       6.263	         1.573	
130	 806	A	  1	H	 5	  27.0	       6.270	         1.502	
130	 806	A	  1	H	 5	  28.5	       6.285	         1.533	
130	 806	A	  1	H	 5	  30.0	       6.300	         1.570	
130	 806	A	  1	H	 5	  30.7	       6.307	         1.591	
130	 806	A	  1	H	 5	  33.0	       6.330	         1.635	
130	 806	A	  1	H	 5	  35.1	       6.351	         1.531	
130	 806	A	  1	H	 5	  36.0	       6.360	         1.574	
130	 806	A	  1	H	 5	  37.3	       6.373	         1.571	
130	 806	A	  1	H	 5	  39.0	       6.390	         1.570	
130	 806	A	  1	H	 5	  39.4	       6.394	         1.598	
130	 806	A	  1	H	 5	  42.0	       6.420	         1.547	
130	 806	A	  1	H	 5	  44.0	       6.440	         1.629	
130	 806	A	  1	H	 5	  45.0	       6.450	         1.525	
130	 806	A	  1	H	 5	  46.1	       6.461	         1.594	
130	 806	A	  1	H	 5	  48.0	       6.480	         1.551	
130	 806	A	  1	H	 5	  48.7	       6.487	         1.506	
130	 806	A	  1	H	 5	  51.0	       6.510	         1.498	
130	 806	A	  1	H	 5	  53.1	       6.531	         1.509	
130	 806	A	  1	H	 5	  53.9	       6.539	         1.566	
130	 806	A	  1	H	 5	  55.4	       6.554	         1.526	
130	 806	A	  1	H	 5	  57.0	       6.570	         1.507	
130	 806	A	  1	H	 5	  57.7	       6.577	         1.578	
130	 806	A	  1	H	 5	  60.1	       6.601	         1.567	
130	 806	A	  1	H	 5	  62.4	       6.624	         1.559	
130	 806	A	  1	H	 5	  62.9	       6.629	         1.513	
130	 806	A	  1	H	 5	  64.5	       6.645	         1.497	
130	 806	A	  1	H	 5	  66.0	       6.660	         1.545	
130	 806	A	  1	H	 5	  66.7	       6.667	         1.578	
130	 806	A	  1	H	 5	  69.0	       6.690	         1.596	
130	 806	A	  1	H	 5	  71.4	       6.714	         1.591	
130	 806	A	  1	H	 5	  72.0	       6.720	         1.553	
130	 806	A	  1	H	 5	  73.6	       6.736	         1.520	
130	 806	A	  1	H	 5	  74.9	       6.749	         1.479	
130	 806	A	  1	H	 5	  75.9	       6.759	         1.453	
130	 806	A	  1	H	 5	  78.0	       6.780	         1.550	
130	 806	A	  1	H	 5	  78.1	       6.781	         1.529	
130	 806	A	  1	H	 5	  81.0	       6.810	         1.499	
130	 806	A	  1	H	 5	  83.0	       6.830	         1.528	
130	 806	A	  1	H	 5	  84.0	       6.840	         1.494	
130	 806	A	  1	H	 5	  85.1	       6.851	         1.462	
130	 806	A	  1	H	 5	  87.0	       6.870	         1.524	
130	 806	A	  1	H	 5	  87.3	       6.873	         1.627	
130	 806	A	  1	H	 5	  89.9	       6.899	         1.537	
130	 806	A	  1	H	 5	  91.7	       6.917	         1.487	
130	 806	A	  1	H	 5	  93.0	       6.930	         1.490	
130	 806	A	  1	H	 5	  96.1	       6.961	         1.599	
130	 806	A	  1	H	 5	  98.4	       6.984	         1.518	
130	 806	A	  1	H	 5	  98.9	       6.989	         1.521	
130	 806	A	  1	H	 5	 100.8	       7.008	         1.567	
130	 806	A	  1	H	 5	 102.1	       7.021	         1.564	
130	 806	A	  1	H	 5	 102.8	       7.028	         1.558	
130	 806	A	  1	H	 5	 105.0	       7.050	         1.587	
130	 806	A	  1	H	 5	 107.4	       7.074	         1.509	
130	 806	A	  1	H	 5	 108.0	       7.080	         1.510	
130	 806	A	  1	H	 5	 109.7	       7.097	         1.571	
130	 806	A	  1	H	 5	 111.9	       7.119	         1.540	
130	 806	A	  1	H	 5	 114.2	       7.142	         1.530	
130	 806	A	  1	H	 5	 116.5	       7.165	         1.517	
130	 806	A	  1	H	 5	 119.1	       7.191	         1.550	
130	 806	A	  1	H	 5	 121.2	       7.212	         1.593	
130	 806	A	  1	H	 5	 123.7	       7.237	         1.513	
130	 806	A	  1	H	 5	 126.0	       7.260	         1.613	
130	 806	A	  1	H	 5	 128.5	       7.285	         1.568	
130	 806	A	  1	H	 5	 130.7	       7.307	         1.515	
130	 806	A	  1	H	 5	 133.2	       7.332	         1.539	
130	 806	A	  1	H	 5	 135.5	       7.355	         1.482	
130	 806	A	  1	H	 5	 137.7	       7.377	         1.540	
130	 806	A	  1	H	 5	 140.1	       7.401	         1.541	
130	 806	A	  1	H	 5	 142.3	       7.423	         1.466	
130	 806	A	  1	H	 5	 144.8	       7.448	         1.591	
