Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	

130	 805	A	  1	H	 1	   1.0	       0.010	         1.495	
130	 805	A	  1	H	 1	   3.0	       0.030	         1.483	
130	 805	A	  1	H	 1	   4.5	       0.045	         1.424	
130	 805	A	  1	H	 1	   6.0	       0.060	         1.498	
130	 805	A	  1	H	 1	   7.2	       0.072	         1.526	
130	 805	A	  1	H	 1	   9.0	       0.090	         1.515	
130	 805	A	  1	H	 1	  10.0	       0.100	         1.533	
130	 805	A	  1	H	 1	  12.0	       0.120	         1.457	
130	 805	A	  1	H	 1	  12.4	       0.124	         1.496	
130	 805	A	  1	H	 1	  14.9	       0.149	         1.491	
130	 805	A	  1	H	 1	  15.0	       0.150	         1.531	
130	 805	A	  1	H	 1	  17.5	       0.175	         1.402	
130	 805	A	  1	H	 1	  18.0	       0.180	         1.509	
130	 805	A	  1	H	 1	  20.2	       0.202	         1.458	
130	 805	A	  1	H	 1	  21.0	       0.210	         1.554	
130	 805	A	  1	H	 1	  22.9	       0.229	         1.526	
130	 805	A	  1	H	 1	  24.0	       0.240	         1.594	
130	 805	A	  1	H	 1	  25.5	       0.255	         1.593	
130	 805	A	  1	H	 1	  27.0	       0.270	         1.477	
130	 805	A	  1	H	 1	  28.3	       0.283	         1.553	
130	 805	A	  1	H	 1	  30.0	       0.300	         1.521	
130	 805	A	  1	H	 1	  31.1	       0.311	         1.552	
130	 805	A	  1	H	 1	  33.0	       0.330	         1.551	
130	 805	A	  1	H	 1	  33.9	       0.339	         1.459	
130	 805	A	  1	H	 1	  35.9	       0.359	         1.538	
130	 805	A	  1	H	 1	  36.5	       0.365	         1.524	
130	 805	A	  1	H	 1	  39.0	       0.390	         1.533	
130	 805	A	  1	H	 1	  39.1	       0.391	         1.488	
130	 805	A	  1	H	 1	  41.3	       0.413	         1.559	
130	 805	A	  1	H	 1	  42.0	       0.420	         1.515	
130	 805	A	  1	H	 1	  44.0	       0.440	         1.504	
130	 805	A	  1	H	 1	  44.9	       0.449	         1.498	
130	 805	A	  1	H	 1	  46.9	       0.469	         1.502	
130	 805	A	  1	H	 1	  48.1	       0.481	         1.562	
130	 805	A	  1	H	 1	  49.5	       0.495	         1.540	
130	 805	A	  1	H	 1	  51.0	       0.510	         1.570	
130	 805	A	  1	H	 1	  52.3	       0.523	         1.620	
130	 805	A	  1	H	 1	  54.0	       0.540	         1.445	
130	 805	A	  1	H	 1	  54.9	       0.549	         1.498	
130	 805	A	  1	H	 1	  57.0	       0.570	         1.539	
130	 805	A	  1	H	 1	  57.7	       0.577	         1.523	
130	 805	A	  1	H	 1	  60.0	       0.600	         1.621	
130	 805	A	  1	H	 1	  60.3	       0.603	         1.624	
130	 805	A	  1	H	 1	  63.1	       0.631	         1.562	
130	 805	A	  1	H	 1	  65.4	       0.654	         1.560	
130	 805	A	  1	H	 1	  66.0	       0.660	         1.465	
130	 805	A	  1	H	 1	  68.3	       0.683	         1.564	
130	 805	A	  1	H	 1	  69.0	       0.690	         1.496	
130	 805	A	  1	H	 1	  71.1	       0.711	         1.487	
130	 805	A	  1	H	 1	  72.0	       0.720	         1.498	
130	 805	A	  1	H	 1	  73.6	       0.736	         1.601	
130	 805	A	  1	H	 1	  75.1	       0.751	         1.513	
130	 805	A	  1	H	 1	  76.4	       0.764	         1.546	
130	 805	A	  1	H	 1	  78.0	       0.780	         1.508	
130	 805	A	  1	H	 1	  79.0	       0.790	         1.496	
130	 805	A	  1	H	 1	  81.0	       0.810	         1.496	
130	 805	A	  1	H	 1	  81.6	       0.816	         1.479	
130	 805	A	  1	H	 1	  84.0	       0.840	         1.525	
130	 805	A	  1	H	 1	  84.5	       0.845	         1.515	
130	 805	A	  1	H	 1	  87.0	       0.870	         1.455	
130	 805	A	  1	H	 1	  87.3	       0.873	         1.564	
130	 805	A	  1	H	 1	  90.0	       0.900	         1.571	
130	 805	A	  1	H	 1	  91.8	       0.918	         1.528	
130	 805	A	  1	H	 1	  92.9	       0.929	         1.585	
130	 805	A	  1	H	 1	  94.6	       0.946	         1.556	
130	 805	A	  1	H	 1	  96.1	       0.961	         1.558	
130	 805	A	  1	H	 1	  97.2	       0.972	         1.576	
130	 805	A	  1	H	 1	  99.0	       0.990	         1.531	
130	 805	A	  1	H	 1	  99.9	       0.999	         1.483	
130	 805	A	  1	H	 1	 102.0	       1.020	         1.560	
130	 805	A	  1	H	 1	 105.0	       1.050	         1.591	
130	 805	A	  1	H	 1	 105.4	       1.054	         1.511	
130	 805	A	  1	H	 1	 108.0	       1.080	         1.556	
130	 805	A	  1	H	 1	 110.1	       1.101	         1.462	
130	 805	A	  1	H	 1	 112.4	       1.124	         1.518	
130	 805	A	  1	H	 1	 114.8	       1.148	         1.555	
130	 805	A	  1	H	 1	 117.1	       1.171	         1.631	
130	 805	A	  1	H	 1	 119.5	       1.195	         1.578	
130	 805	A	  1	H	 1	 121.8	       1.218	         1.573	
130	 805	A	  1	H	 1	 124.1	       1.241	         1.597	
130	 805	A	  1	H	 1	 126.4	       1.264	         1.615	
130	 805	A	  1	H	 1	 128.8	       1.288	         1.578	
130	 805	A	  1	H	 1	 131.2	       1.312	         1.521	
130	 805	A	  1	H	 1	 133.5	       1.335	         1.580	
130	 805	A	  1	H	 1	 135.8	       1.358	         1.480	
130	 805	A	  1	H	 1	 138.2	       1.382	         1.523	
130	 805	A	  1	H	 1	 140.6	       1.406	         1.547	
130	 805	A	  1	H	 1	 142.9	       1.429	         1.525	
130	 805	A	  1	H	 1	 145.2	       1.452	        18.553	
130	 805	A	  1	H	 1	 146.0	       1.460	         1.568	
130	 805	A	  1	H	 2	   1.2	       1.512	         1.630	
130	 805	A	  1	H	 2	   3.0	       1.530	         1.570	
130	 805	A	  1	H	 2	   4.5	       1.545	         1.594	
130	 805	A	  1	H	 2	   6.0	       1.560	         1.615	
130	 805	A	  1	H	 2	   7.1	       1.571	         1.549	
130	 805	A	  1	H	 2	   9.0	       1.590	         1.560	
130	 805	A	  1	H	 2	  10.1	       1.601	         1.574	
130	 805	A	  1	H	 2	  12.0	       1.620	         1.537	
130	 805	A	  1	H	 2	  12.5	       1.625	         1.567	
130	 805	A	  1	H	 2	  15.0	       1.650	         1.607	
130	 805	A	  1	H	 2	  15.3	       1.653	         1.672	
130	 805	A	  1	H	 2	  18.0	       1.680	         1.578	
130	 805	A	  1	H	 2	  20.1	       1.701	         1.566	
130	 805	A	  1	H	 2	  21.0	       1.710	         1.578	
130	 805	A	  1	H	 2	  22.9	       1.729	         1.583	
130	 805	A	  1	H	 2	  24.0	       1.740	         1.518	
130	 805	A	  1	H	 2	  25.6	       1.756	         1.561	
130	 805	A	  1	H	 2	  27.0	       1.770	         1.533	
130	 805	A	  1	H	 2	  28.4	       1.784	         1.525	
130	 805	A	  1	H	 2	  30.0	       1.800	         1.648	
130	 805	A	  1	H	 2	  31.2	       1.812	         1.596	
130	 805	A	  1	H	 2	  33.0	       1.830	         1.541	
130	 805	A	  1	H	 2	  33.8	       1.838	         1.580	
130	 805	A	  1	H	 2	  36.0	       1.860	         1.564	
130	 805	A	  1	H	 2	  36.4	       1.864	         1.612	
130	 805	A	  1	H	 2	  39.0	       1.890	         1.562	
130	 805	A	  1	H	 2	  42.0	       1.920	         1.497	
130	 805	A	  1	H	 2	  44.2	       1.942	         1.495	
130	 805	A	  1	H	 2	  45.0	       1.950	         1.431	
130	 805	A	  1	H	 2	  46.9	       1.969	         1.497	
130	 805	A	  1	H	 2	  48.0	       1.980	         1.462	
130	 805	A	  1	H	 2	  49.8	       1.998	         1.515	
130	 805	A	  1	H	 2	  51.0	       2.010	         1.550	
130	 805	A	  1	H	 2	  52.6	       2.026	         1.535	
130	 805	A	  1	H	 2	  54.0	       2.040	         1.529	
130	 805	A	  1	H	 2	  55.2	       2.052	         1.500	
130	 805	A	  1	H	 2	  57.0	       2.070	         1.544	
130	 805	A	  1	H	 2	  58.0	       2.080	         1.469	
130	 805	A	  1	H	 2	  60.0	       2.100	         1.512	
130	 805	A	  1	H	 2	  60.6	       2.106	         1.449	
130	 805	A	  1	H	 2	  62.9	       2.129	         1.521	
130	 805	A	  1	H	 2	  63.3	       2.133	         1.540	
130	 805	A	  1	H	 2	  66.0	       2.160	         1.496	
130	 805	A	  1	H	 2	  66.1	       2.161	         1.508	
130	 805	A	  1	H	 2	  69.1	       2.191	         1.547	
130	 805	A	  1	H	 2	  71.1	       2.211	         1.529	
130	 805	A	  1	H	 2	  71.9	       2.219	         1.552	
130	 805	A	  1	H	 2	  74.0	       2.240	         1.583	
130	 805	A	  1	H	 2	  75.1	       2.251	         1.544	
130	 805	A	  1	H	 2	  76.3	       2.263	         1.515	
130	 805	A	  1	H	 2	  78.0	       2.280	         1.500	
130	 805	A	  1	H	 2	  79.2	       2.292	         1.488	
130	 805	A	  1	H	 2	  81.0	       2.310	         1.539	
130	 805	A	  1	H	 2	  82.0	       2.320	         1.583	
130	 805	A	  1	H	 2	  84.0	       2.340	         1.591	
130	 805	A	  1	H	 2	  84.8	       2.348	         1.574	
130	 805	A	  1	H	 2	  87.1	       2.371	         1.565	
130	 805	A	  1	H	 2	  87.4	       2.374	         1.483	
130	 805	A	  1	H	 2	  89.9	       2.399	         1.491	
130	 805	A	  1	H	 2	  92.3	       2.423	         1.496	
130	 805	A	  1	H	 2	  94.9	       2.449	         1.511	
130	 805	A	  1	H	 2	  97.2	       2.472	         1.561	
130	 805	A	  1	H	 2	  99.5	       2.495	         1.514	
130	 805	A	  1	H	 2	 101.7	       2.517	         1.482	
130	 805	A	  1	H	 2	 104.1	       2.541	         1.517	
130	 805	A	  1	H	 2	 106.3	       2.563	         1.568	
130	 805	A	  1	H	 2	 108.9	       2.589	         1.585	
130	 805	A	  1	H	 2	 111.1	       2.611	         1.561	
130	 805	A	  1	H	 2	 113.3	       2.633	         1.498	
130	 805	A	  1	H	 2	 115.8	       2.658	         1.577	
130	 805	A	  1	H	 2	 118.2	       2.682	         1.565	
130	 805	A	  1	H	 2	 120.5	       2.705	         1.623	
130	 805	A	  1	H	 2	 122.9	       2.729	         1.568	
130	 805	A	  1	H	 2	 125.1	       2.751	         1.571	
130	 805	A	  1	H	 2	 127.4	       2.774	         1.554	
130	 805	A	  1	H	 2	 129.7	       2.797	         1.528	
130	 805	A	  1	H	 2	 132.0	       2.820	         1.622	
130	 805	A	  2	H	 1	   1.1	       3.011	         1.515	
130	 805	A	  2	H	 1	   3.0	       3.030	         1.555	
130	 805	A	  2	H	 1	   4.1	       3.041	         1.505	
130	 805	A	  2	H	 1	   6.0	       3.060	         1.488	
130	 805	A	  2	H	 1	   9.0	       3.090	         1.547	
130	 805	A	  2	H	 1	   9.6	       3.096	         1.495	
130	 805	A	  2	H	 1	  12.0	       3.120	         1.574	
130	 805	A	  2	H	 1	  12.4	       3.124	         1.511	
130	 805	A	  2	H	 1	  14.9	       3.149	         1.541	
130	 805	A	  2	H	 1	  15.0	       3.150	         1.578	
130	 805	A	  2	H	 1	  17.2	       3.172	         1.518	
130	 805	A	  2	H	 1	  18.1	       3.181	         1.511	
130	 805	A	  2	H	 1	  20.1	       3.201	         1.560	
130	 805	A	  2	H	 1	  21.0	       3.210	         1.560	
130	 805	A	  2	H	 1	  22.8	       3.228	         1.517	
130	 805	A	  2	H	 1	  24.0	       3.240	         1.560	
130	 805	A	  2	H	 1	  25.5	       3.255	         1.506	
130	 805	A	  2	H	 1	  27.0	       3.270	         1.569	
130	 805	A	  2	H	 1	  28.2	       3.282	         1.526	
130	 805	A	  2	H	 1	  30.0	       3.300	         1.483	
130	 805	A	  2	H	 1	  31.0	       3.310	         1.554	
130	 805	A	  2	H	 1	  33.0	       3.330	         1.504	
130	 805	A	  2	H	 1	  33.7	       3.337	         1.496	
130	 805	A	  2	H	 1	  36.0	       3.360	         1.572	
130	 805	A	  2	H	 1	  36.4	       3.364	         1.526	
130	 805	A	  2	H	 1	  39.0	       3.390	         1.569	
130	 805	A	  2	H	 1	  41.4	       3.414	         1.460	
130	 805	A	  2	H	 1	  42.0	       3.420	         1.542	
130	 805	A	  2	H	 1	  44.1	       3.441	         1.486	
130	 805	A	  2	H	 1	  45.0	       3.450	         1.508	
130	 805	A	  2	H	 1	  46.8	       3.468	         1.551	
130	 805	A	  2	H	 1	  48.0	       3.480	         1.512	
130	 805	A	  2	H	 1	  49.4	       3.494	         1.464	
130	 805	A	  2	H	 1	  51.0	       3.510	         1.565	
130	 805	A	  2	H	 1	  52.3	       3.523	        18.553	
130	 805	A	  2	H	 1	  53.1	       3.531	         1.582	
130	 805	A	  2	H	 1	  55.1	       3.551	         1.459	
130	 805	A	  2	H	 1	  57.0	       3.570	         1.498	
130	 805	A	  2	H	 1	  58.0	       3.580	         1.577	
130	 805	A	  2	H	 1	  59.9	       3.599	         1.587	
130	 805	A	  2	H	 1	  63.1	       3.631	         1.577	
130	 805	A	  2	H	 1	  63.5	       3.635	         1.571	
130	 805	A	  2	H	 1	  66.0	       3.660	         1.583	
130	 805	A	  2	H	 1	  66.4	       3.664	         1.559	
130	 805	A	  2	H	 1	  69.0	       3.690	         1.555	
130	 805	A	  2	H	 1	  71.4	       3.714	         1.481	
130	 805	A	  2	H	 1	  71.9	       3.719	         1.453	
130	 805	A	  2	H	 1	  74.1	       3.741	         1.518	
130	 805	A	  2	H	 1	  75.0	       3.750	        18.553	
130	 805	A	  2	H	 1	  75.1	       3.751	         1.483	
130	 805	A	  2	H	 1	  78.0	       3.780	         1.566	
130	 805	A	  2	H	 1	  79.6	       3.796	         1.466	
130	 805	A	  2	H	 1	  81.0	       3.810	         1.478	
130	 805	A	  2	H	 1	  82.3	       3.823	         1.464	
130	 805	A	  2	H	 1	  84.0	       3.840	         1.489	
130	 805	A	  2	H	 1	  84.8	       3.848	         1.413	
130	 805	A	  2	H	 1	  87.1	       3.871	         1.439	
130	 805	A	  2	H	 1	  87.6	       3.876	         1.446	
130	 805	A	  2	H	 1	  89.9	       3.899	         1.572	
130	 805	A	  2	H	 1	  90.4	       3.904	         1.542	
130	 805	A	  2	H	 1	  93.0	       3.930	         1.512	
130	 805	A	  2	H	 1	  96.1	       3.961	         1.525	
130	 805	A	  2	H	 1	  98.1	       3.981	         1.571	
130	 805	A	  2	H	 1	  99.0	       3.990	         1.576	
130	 805	A	  2	H	 1	 100.8	       4.008	         1.542	
130	 805	A	  2	H	 1	 102.0	       4.020	         1.577	
130	 805	A	  2	H	 1	 103.4	       4.034	         1.537	
130	 805	A	  2	H	 1	 105.0	       4.050	         1.508	
130	 805	A	  2	H	 1	 106.2	       4.062	         1.619	
130	 805	A	  2	H	 1	 108.0	       4.080	         1.597	
130	 805	A	  2	H	 1	 108.9	       4.089	         1.502	
130	 805	A	  2	H	 1	 111.2	       4.112	         1.590	
130	 805	A	  2	H	 1	 113.6	       4.136	         1.601	
130	 805	A	  2	H	 1	 116.1	       4.161	         1.607	
130	 805	A	  2	H	 1	 118.3	       4.183	         1.531	
130	 805	A	  2	H	 1	 120.6	       4.206	         1.591	
130	 805	A	  2	H	 1	 122.9	       4.229	         1.645	
130	 805	A	  2	H	 1	 125.2	       4.252	         1.648	
130	 805	A	  2	H	 1	 127.6	       4.276	         1.589	
130	 805	A	  2	H	 1	 130.0	       4.300	         1.574	
130	 805	A	  2	H	 1	 132.4	       4.324	         1.561	
130	 805	A	  2	H	 1	 134.6	       4.346	         1.594	
130	 805	A	  2	H	 1	 137.0	       4.370	         1.617	
130	 805	A	  2	H	 1	 139.5	       4.395	         1.613	
130	 805	A	  2	H	 1	 141.7	       4.417	         1.581	
130	 805	A	  2	H	 1	 144.0	       4.440	         0.287	
130	 805	A	  2	H	 1	 146.3	       4.463	              	
130	 805	A	  2	H	 1	 148.6	       4.486	              	
130	 805	A	  2	H	 2	   1.0	       4.510	         1.629	
130	 805	A	  2	H	 2	   3.0	       4.530	         1.507	
130	 805	A	  2	H	 2	   4.3	       4.543	         1.681	
130	 805	A	  2	H	 2	   6.0	       4.560	         1.492	
130	 805	A	  2	H	 2	   7.0	       4.570	         1.528	
130	 805	A	  2	H	 2	   9.0	       4.590	         1.520	
130	 805	A	  2	H	 2	   9.8	       4.598	         1.511	
130	 805	A	  2	H	 2	  12.0	       4.620	         1.589	
130	 805	A	  2	H	 2	  12.4	       4.624	         1.490	
130	 805	A	  2	H	 2	  14.9	       4.649	         1.568	
130	 805	A	  2	H	 2	  18.1	       4.681	         1.493	
130	 805	A	  2	H	 2	  20.0	       4.700	         1.574	
130	 805	A	  2	H	 2	  21.0	       4.710	         1.508	
130	 805	A	  2	H	 2	  22.8	       4.728	         1.556	
130	 805	A	  2	H	 2	  23.9	       4.739	         1.615	
130	 805	A	  2	H	 2	  25.4	       4.754	         1.590	
130	 805	A	  2	H	 2	  27.0	       4.770	         1.564	
130	 805	A	  2	H	 2	  28.3	       4.783	         1.523	
130	 805	A	  2	H	 2	  30.0	       4.800	         1.593	
130	 805	A	  2	H	 2	  30.9	       4.809	         1.586	
130	 805	A	  2	H	 2	  33.0	       4.830	         1.540	
130	 805	A	  2	H	 2	  33.6	       4.836	         1.591	
130	 805	A	  2	H	 2	  36.0	       4.860	         1.621	
130	 805	A	  2	H	 2	  36.3	       4.863	         1.623	
130	 805	A	  2	H	 2	  39.0	       4.890	         1.576	
130	 805	A	  2	H	 2	  41.2	       4.912	         1.594	
130	 805	A	  2	H	 2	  42.0	       4.920	         1.553	
130	 805	A	  2	H	 2	  44.2	       4.942	         1.594	
130	 805	A	  2	H	 2	  45.0	       4.950	         1.567	
130	 805	A	  2	H	 2	  46.6	       4.966	         1.572	
130	 805	A	  2	H	 2	  48.0	       4.980	         1.604	
130	 805	A	  2	H	 2	  49.5	       4.995	         1.578	
130	 805	A	  2	H	 2	  51.0	       5.010	         1.638	
130	 805	A	  2	H	 2	  52.0	       5.020	         1.583	
130	 805	A	  2	H	 2	  54.0	       5.040	         1.603	
130	 805	A	  2	H	 2	  54.3	       5.043	         1.659	
130	 805	A	  2	H	 2	  56.5	       5.065	         1.591	
130	 805	A	  2	H	 2	  57.0	       5.070	         1.634	
130	 805	A	  2	H	 2	  59.1	       5.091	         1.601	
130	 805	A	  2	H	 2	  60.0	       5.100	         1.613	
130	 805	A	  2	H	 2	  61.9	       5.119	         1.540	
130	 805	A	  2	H	 2	  62.9	       5.129	         1.555	
130	 805	A	  2	H	 2	  64.5	       5.145	         1.641	
130	 805	A	  2	H	 2	  66.0	       5.160	         1.605	
130	 805	A	  2	H	 2	  67.6	       5.176	         1.550	
130	 805	A	  2	H	 2	  69.1	       5.191	         1.640	
130	 805	A	  2	H	 2	  70.0	       5.200	         1.561	
130	 805	A	  2	H	 2	  72.0	       5.220	         1.550	
130	 805	A	  2	H	 2	  72.8	       5.228	         1.564	
130	 805	A	  2	H	 2	  74.9	       5.249	         1.634	
130	 805	A	  2	H	 2	  75.5	       5.255	         1.636	
130	 805	A	  2	H	 2	  78.0	       5.280	         1.607	
130	 805	A	  2	H	 2	  80.4	       5.304	         1.569	
130	 805	A	  2	H	 2	  81.1	       5.311	         1.537	
130	 805	A	  2	H	 2	  83.2	       5.332	         1.603	
130	 805	A	  2	H	 2	  84.0	       5.340	         1.593	
130	 805	A	  2	H	 2	  86.0	       5.360	         1.609	
130	 805	A	  2	H	 2	  87.0	       5.370	         1.535	
130	 805	A	  2	H	 2	  88.5	       5.385	         1.566	
130	 805	A	  2	H	 2	  89.9	       5.399	         1.506	
130	 805	A	  2	H	 2	  91.4	       5.414	         1.535	
130	 805	A	  2	H	 2	  93.1	       5.431	         1.476	
130	 805	A	  2	H	 2	  94.1	       5.441	         1.502	
130	 805	A	  2	H	 2	  95.9	       5.459	         1.511	
130	 805	A	  2	H	 2	  96.7	       5.467	         1.554	
130	 805	A	  2	H	 2	  99.1	       5.491	         1.533	
130	 805	A	  2	H	 2	  99.7	       5.497	         1.523	
130	 805	A	  2	H	 2	 102.0	       5.520	         1.554	
130	 805	A	  2	H	 2	 102.4	       5.524	         1.515	
130	 805	A	  2	H	 2	 104.9	       5.549	         1.576	
130	 805	A	  2	H	 2	 107.2	       5.572	         1.533	
130	 805	A	  2	H	 2	 108.1	       5.581	         1.617	
130	 805	A	  2	H	 2	 109.8	       5.598	         1.559	
130	 805	A	  2	H	 2	 112.2	       5.622	         1.538	
130	 805	A	  2	H	 2	 114.4	       5.644	         1.540	
130	 805	A	  2	H	 2	 116.9	       5.669	         1.585	
130	 805	A	  2	H	 2	 119.1	       5.691	         1.462	
130	 805	A	  2	H	 2	 121.5	       5.715	         1.540	
130	 805	A	  2	H	 2	 123.8	       5.738	         1.567	
130	 805	A	  2	H	 2	 126.2	       5.762	         1.627	
130	 805	A	  2	H	 2	 128.4	       5.784	         1.572	
130	 805	A	  2	H	 2	 130.8	       5.808	         1.525	
130	 805	A	  2	H	 2	 133.3	       5.833	         1.543	
130	 805	A	  2	H	 2	 135.5	       5.855	         1.583	
130	 805	A	  2	H	 2	 137.8	       5.878	         1.597	
130	 805	A	  2	H	 2	 140.1	       5.901	         1.646	
130	 805	A	  2	H	 2	 142.5	       5.925	         1.648	
130	 805	A	  2	H	 2	 144.8	       5.948	         1.545	
130	 805	A	  2	H	 2	 147.2	       5.972	         1.522	
130	 805	A	  2	H	 2	 149.5	       5.995	         1.511	
130	 805	A	  2	H	 3	   1.1	       6.011	         1.600	
130	 805	A	  2	H	 3	   3.0	       6.030	         1.518	
130	 805	A	  2	H	 3	   4.5	       6.045	         1.663	
130	 805	A	  2	H	 3	   6.0	       6.060	         1.615	
130	 805	A	  2	H	 3	   7.3	       6.073	         1.638	
130	 805	A	  2	H	 3	   9.0	       6.090	         1.553	
130	 805	A	  2	H	 3	   9.9	       6.099	         1.599	
130	 805	A	  2	H	 3	  12.0	       6.120	         1.566	
130	 805	A	  2	H	 3	  12.5	       6.125	         1.620	
130	 805	A	  2	H	 3	  15.0	       6.150	         1.587	
130	 805	A	  2	H	 3	  15.1	       6.151	         1.607	
130	 805	A	  2	H	 3	  18.0	       6.180	         1.526	
130	 805	A	  2	H	 3	  20.4	       6.204	         1.540	
130	 805	A	  2	H	 3	  21.0	       6.210	         1.552	
130	 805	A	  2	H	 3	  23.0	       6.230	         1.565	
130	 805	A	  2	H	 3	  24.0	       6.240	         1.574	
130	 805	A	  2	H	 3	  25.7	       6.257	         1.576	
130	 805	A	  2	H	 3	  27.0	       6.270	         1.560	
130	 805	A	  2	H	 3	  28.3	       6.283	         1.533	
130	 805	A	  2	H	 3	  29.9	       6.299	         1.590	
130	 805	A	  2	H	 3	  31.1	       6.311	         1.499	
130	 805	A	  2	H	 3	  33.0	       6.330	         1.562	
130	 805	A	  2	H	 3	  33.8	       6.338	         1.577	
130	 805	A	  2	H	 3	  36.0	       6.360	         1.638	
130	 805	A	  2	H	 3	  36.5	       6.365	         1.591	
130	 805	A	  2	H	 3	  39.1	       6.391	         1.636	
130	 805	A	  2	H	 3	  41.3	       6.413	         1.528	
130	 805	A	  2	H	 3	  42.0	       6.420	         1.576	
130	 805	A	  2	H	 3	  44.3	       6.443	         1.601	
130	 805	A	  2	H	 3	  45.0	       6.450	         1.585	
130	 805	A	  2	H	 3	  46.9	       6.469	         1.650	
130	 805	A	  2	H	 3	  47.9	       6.479	         1.561	
130	 805	A	  2	H	 3	  49.6	       6.496	         1.669	
130	 805	A	  2	H	 3	  51.0	       6.510	         1.599	
130	 805	A	  2	H	 3	  52.2	       6.522	         1.573	
130	 805	A	  2	H	 3	  54.1	       6.541	         1.585	
130	 805	A	  2	H	 3	  54.7	       6.547	         1.580	
130	 805	A	  2	H	 3	  57.0	       6.570	         1.515	
130	 805	A	  2	H	 3	  57.6	       6.576	         1.488	
130	 805	A	  2	H	 3	  59.9	       6.599	         1.542	
130	 805	A	  2	H	 3	  62.4	       6.624	         1.550	
130	 805	A	  2	H	 3	  63.1	       6.631	         1.555	
130	 805	A	  2	H	 3	  65.0	       6.650	         1.575	
130	 805	A	  2	H	 3	  66.0	       6.660	         1.534	
130	 805	A	  2	H	 3	  67.9	       6.679	         1.612	
130	 805	A	  2	H	 3	  69.1	       6.691	         1.496	
130	 805	A	  2	H	 3	  70.5	       6.705	         1.467	
130	 805	A	  2	H	 3	  71.9	       6.719	         1.572	
130	 805	A	  2	H	 3	  73.3	       6.733	         1.488	
130	 805	A	  2	H	 3	  75.0	       6.750	         1.564	
130	 805	A	  2	H	 3	  76.1	       6.761	         1.504	
130	 805	A	  2	H	 3	  78.1	       6.781	         1.498	
130	 805	A	  2	H	 3	  78.8	       6.788	         1.593	
130	 805	A	  2	H	 3	  80.9	       6.809	         1.518	
130	 805	A	  2	H	 3	  81.6	       6.816	         1.518	
130	 805	A	  2	H	 3	  84.1	       6.841	         1.594	
130	 805	A	  2	H	 3	  87.0	       6.870	         1.536	
130	 805	A	  2	H	 3	  89.2	       6.892	         1.607	
130	 805	A	  2	H	 3	  89.9	       6.899	         1.530	
130	 805	A	  2	H	 3	  91.8	       6.918	         1.535	
130	 805	A	  2	H	 3	  93.1	       6.931	         1.560	
130	 805	A	  2	H	 3	  94.4	       6.944	         1.607	
130	 805	A	  2	H	 3	  96.0	       6.960	         1.601	
130	 805	A	  2	H	 3	  97.1	       6.971	         1.490	
130	 805	A	  2	H	 3	  99.0	       6.990	         1.611	
130	 805	A	  2	H	 3	 100.0	       7.000	        18.553	
130	 805	A	  2	H	 3	 100.6	       7.006	         1.650	
130	 805	A	  2	H	 3	 102.6	       7.026	         1.617	
130	 805	A	  2	H	 3	 105.1	       7.051	         1.562	
130	 805	A	  2	H	 3	 105.2	       7.052	         1.554	
130	 805	A	  2	H	 3	 108.0	       7.080	         1.597	
130	 805	A	  2	H	 3	 110.1	       7.101	         1.600	
130	 805	A	  2	H	 3	 112.5	       7.125	         1.612	
130	 805	A	  2	H	 3	 114.7	       7.147	         1.565	
130	 805	A	  2	H	 3	 117.1	       7.171	         1.594	
130	 805	A	  2	H	 3	 119.3	       7.193	         1.617	
130	 805	A	  2	H	 3	 121.7	       7.217	         1.565	
130	 805	A	  2	H	 3	 124.3	       7.243	         1.607	
130	 805	A	  2	H	 3	 126.5	       7.265	         1.544	
130	 805	A	  2	H	 3	 128.7	       7.287	         1.636	
130	 805	A	  2	H	 3	 131.3	       7.313	         1.567	
130	 805	A	  2	H	 3	 133.7	       7.337	         1.594	
130	 805	A	  2	H	 3	 135.9	       7.359	         1.546	
130	 805	A	  2	H	 3	 138.1	       7.381	         1.550	
130	 805	A	  2	H	 3	 140.5	       7.405	         1.565	
130	 805	A	  2	H	 3	 142.9	       7.429	         1.625	
130	 805	A	  2	H	 3	 145.2	       7.452	         1.561	
130	 805	A	  2	H	 3	 147.5	       7.475	         1.576	
130	 805	A	  2	H	 4	   1.2	       7.512	         1.652	
130	 805	A	  2	H	 4	   3.0	       7.530	         1.611	
130	 805	A	  2	H	 4	   4.3	       7.543	         1.619	
130	 805	A	  2	H	 4	   6.0	       7.560	         1.575	
130	 805	A	  2	H	 4	   7.1	       7.571	         1.612	
130	 805	A	  2	H	 4	   9.0	       7.590	         1.618	
130	 805	A	  2	H	 4	   9.6	       7.596	         1.556	
130	 805	A	  2	H	 4	  12.0	       7.620	         1.623	
130	 805	A	  2	H	 4	  12.4	       7.624	         1.598	
130	 805	A	  2	H	 4	  14.9	       7.649	         1.640	
130	 805	A	  2	H	 4	  17.3	       7.673	         1.556	
130	 805	A	  2	H	 4	  18.1	       7.681	         1.558	
130	 805	A	  2	H	 4	  20.2	       7.702	         1.478	
130	 805	A	  2	H	 4	  21.0	       7.710	         1.571	
130	 805	A	  2	H	 4	  22.8	       7.728	         1.556	
130	 805	A	  2	H	 4	  24.0	       7.740	         1.497	
130	 805	A	  2	H	 4	  25.6	       7.756	         1.614	
